y1,y2,y3,u1,u2,u3
0.0097944887909533,-0.00265611268123836,-0.00548372720057146,500000,500000,5000000
-0.00096267955052387,-0.013806708657954,-0.00728371038269661,500000,500000,5000000
0.142489091776411,-0.0179648329311375,0.00991244356714497,500000,500000,5000000
0.358952961578455,0.0299544170089893,0.0140013621850762,500000,500000,5000000
0.732980385735082,0.0695356653383873,0.00315023792408877,500000,500000,5000000
1.24019055504755,0.120840534987878,-0.000521745878672052,500000,500000,5000000
1.862208451051,0.175556118980129,-0.0112159327518797,500000,500000,5000000
2.6052431861925,0.246491731625778,-0.00174893338352528,500000,500000,5000000
3.44294339276938,0.324220481472941,0.00809848825257454,500000,500000,5000000
4.45601989687769,0.407077354558153,0.00453683452273368,500000,500000,5000000
5.55746639559709,0.516150483935038,0.0131667780116848,500000,500000,5000000
6.79326005599939,0.614258144101862,-0.0149063932761548,500000,500000,5000000
8.15863766437089,0.744722057852689,0.00238713261343192,500000,500000,5000000
9.6534298971373,0.892268764680875,0.00684944771327536,500000,500000,5000000
11.2591938096182,1.03734492006009,-0.00200218196983002,500000,500000,5000000
12.9733528538124,1.18479789461034,0.00112594456657019,500000,500000,5000000
14.8272972042682,1.35821692581966,0.00520354213141531,500000,500000,5000000
16.810500695518,1.53789277639821,0.024514324688698,500000,500000,5000000
18.8885346234807,1.74588801991414,0.0108994983474888,500000,500000,5000000
21.1129747525566,1.9560066871458,0.0238201187703261,500000,500000,5000000
23.46147835454,2.14466157872281,0.0175994382203906,500000,500000,5000000
25.9540144536911,2.38346380366902,0.0253015716517847,500000,500000,5000000
28.5359884299897,2.6213614398302,0.0283509476483815,500000,500000,5000000
31.2483477005442,2.86630233676956,0.00616463408176485,500000,500000,5000000
34.080633622289,3.11160903849068,0.0336103237827093,500000,500000,5000000
37.0326001136053,3.41114022985343,0.0265263437380371,500000,500000,5000000
40.1286857499652,3.68498128254683,0.0414072535688008,500000,500000,5000000
43.3593328544936,3.98526777294192,0.0462615844351379,500000,500000,5000000
46.6808342589295,4.26971928144902,0.0374334204684834,500000,500000,5000000
50.11637125955,4.58797425017673,0.0528291540210235,500000,500000,5000000
53.6758767329464,4.92683752730002,0.0451887359925605,500000,500000,5000000
57.3933490750983,5.24354531620506,0.043713436569631,500000,500000,5000000
61.2240624695835,5.59491249034578,0.0449422526598204,500000,500000,5000000
65.1528132997756,5.96113845434607,0.0463698948975862,500000,500000,5000000
69.2305883433605,6.32923175423369,0.0587780571645911,500000,500000,5000000
73.4248688948272,6.69766399372717,0.0788529935438819,500000,500000,5000000
77.7308231058873,7.10621490993576,0.067644292691997,500000,500000,5000000
82.1717040326222,7.51170991887562,0.0609568499708841,500000,500000,5000000
86.7371450453202,7.89526450496192,0.0608727617519227,500000,500000,5000000
91.416518944571,8.32676179884448,0.0791394760189386,500000,500000,5000000
96.2118676948013,8.78061100602425,0.0938081911261377,500000,500000,5000000
101.124988068141,9.19264195934316,0.0822447466311105,500000,500000,5000000
106.199321832149,9.6510443047516,0.0920129105624724,500000,500000,5000000
111.357700069587,10.1244537039607,0.107990313175322,500000,500000,5000000
116.647643178148,10.5975524710914,0.10518411723787,500000,500000,-5000000
122.05481827044,11.0670685263314,0.129826303341683,500000,500000,-5000000
127.604923772704,11.5766901477081,0.13492198210611,500000,500000,-5000000
133.26539354241,12.0926365004138,0.123958472855113,500000,500000,-5000000
139.06021159658,12.6051429922579,0.128134596406555,500000,-500000,-5000000
144.954811726368,13.1382773127807,0.122176281957501,500000,-500000,-5000000
150.978118922637,13.6356705682943,0.156180242008376,500000,-500000,-5000000
157.134020022393,14.1276356005488,0.155286848533021,500000,-500000,-5000000
163.38694700887,14.6282379606324,0.138513255014523,500000,-500000,-5000000
169.811565131413,15.0906124187643,0.156550287961809,500000,-500000,-5000000
176.296165230676,15.5512124073994,0.138612064138189,500000,-500000,-5000000
182.939805246156,15.9753595921818,0.158648750858926,500000,-500000,-5000000
189.693215010159,16.4035848306211,0.175823242758821,500000,-500000,-5000000
196.562298365718,16.8069225011823,0.162279151125616,-500000,-500000,-5000000
203.571293992539,17.2090231742505,0.154613583370458,-500000,-500000,-5000000
210.454149837666,17.5773318250338,0.16776068385471,-500000,-500000,-5000000
217.193601932128,17.9478795108584,0.171098519687941,-500000,-500000,-5000000
223.817466650287,18.2845925652407,0.170473887717879,-500000,-500000,-5000000
230.320846220335,18.6250771893378,0.195661247255821,-500000,-500000,-5000000
236.650906031793,18.9627348648321,0.176542685858918,-500000,-500000,-5000000
242.878537923372,19.2501068781717,0.193842522458404,-500000,-500000,-5000000
249.001135389253,19.5357673267023,0.202673917430065,-500000,-500000,-5000000
254.98838877294,19.810252255874,0.204157433760413,-500000,-500000,-5000000
260.809144119931,20.066104406054,0.20699848784619,-500000,-500000,-5000000
266.543455750123,20.3012260211727,0.201612102377664,-500000,-500000,-5000000
272.128144951533,20.5356144253784,0.223924902584127,-500000,-500000,-5000000
277.607364597284,20.746727806734,0.226801341099721,-500000,-500000,-5000000
282.931537944166,20.9327349068171,0.209213233247074,-500000,-500000,-5000000
288.141901748137,21.1277873060487,0.204745629654871,-500000,-500000,-5000000
293.223649693817,21.3069060787415,0.228220290342481,-500000,-500000,-5000000
298.15846180335,21.4603007135453,0.233760717155935,-500000,-500000,-5000000
303.004060220357,21.5827582254916,0.211129815211009,-500000,-500000,-5000000
307.698137746642,21.7250137515534,0.231965609888717,-500000,-500000,-5000000
312.268960197348,21.8247438544523,0.218306529943279,-500000,-500000,-5000000
316.73017750653,21.9377492642401,0.218165200244477,-500000,-500000,-5000000
321.013121187565,22.0193483107042,0.223296689827327,-500000,-500000,-5000000
325.211777318649,22.066639900964,0.244813772639014,-500000,-500000,-5000000
329.279458364063,22.1567859455325,0.224523062829269,-500000,-500000,-5000000
333.215880925773,22.1949306871465,0.230924175267019,-500000,-500000,-5000000
337.026984027625,22.2228598415863,0.234079747579642,-500000,-500000,-5000000
340.680390694004,22.2079653945667,0.233682859655149,-500000,-500000,-5000000
344.252803963782,22.1893906951398,0.234250179279014,-500000,-500000,-5000000
347.670348840014,22.1985866520839,0.225962238608587,-500000,-500000,-5000000
350.964144103204,22.1702278573401,0.239017562522947,-500000,-500000,-5000000
354.136115957758,22.1168758930855,0.218625928354016,-500000,-500000,-5000000
357.180358166682,22.0744638765968,0.258557346559501,-500000,-500000,-5000000
360.106530864957,22.0112154674948,0.236417483361639,-500000,500000,-5000000
362.880496440256,21.9085301585934,0.25244288614061,-500000,500000,-5000000
365.562897368894,21.8475899718195,0.236547552118457,-500000,500000,-5000000
368.087356451031,21.7716556201395,0.257664011786458,-500000,500000,-5000000
370.504790970937,21.7256121269812,0.234088040858447,-500000,500000,-5000000
372.781308052424,21.6821669743395,0.255323139196014,-500000,500000,-5000000
374.925910956929,21.6347276367047,0.246242527576903,-500000,500000,-5000000
376.94709538535,21.6325959873538,0.25464352644588,-500000,500000,-5000000
378.848025004864,21.6174609628154,0.244862497290006,-500000,500000,-5000000
380.621580540789,21.6446180741828,0.245640128514895,-500000,500000,-5000000
382.291482136043,21.6366105823672,0.243527213975365,-500000,500000,-5000000
383.80485022965,21.6613170120601,0.221535361506276,-500000,500000,-5000000
385.211045143835,21.6895938631535,0.24832686839404,-500000,500000,-5000000
386.459217559336,21.7442750666301,0.237130886823678,-500000,500000,-5000000
387.608833505859,21.792995632428,0.24266641377425,-500000,500000,-5000000
388.615198229711,21.8958382984171,0.245393275405196,-500000,500000,-5000000
389.510896090998,21.9563290591866,0.24241285373531,-500000,500000,-5000000
390.249794213146,22.0259068854151,0.253640368114324,-500000,500000,-5000000
390.882406973207,22.1434362565445,0.248198440245718,-500000,500000,-5000000
391.407815834221,22.2706675236236,0.223256022202253,-500000,500000,-5000000
391.7841315683,22.3846331630109,0.232290661293858,-500000,500000,-5000000
392.037201061328,22.5285275787949,0.248888395836058,-500000,500000,-5000000
392.166283369838,22.661217043439,0.217433158521975,-500000,500000,-5000000
392.165467451184,22.8129724236694,0.228314882851019,-500000,500000,-5000000
392.062348175138,22.9911569530109,0.210462333594305,-500000,500000,-5000000
391.790380470583,23.1645790556472,0.225197261063601,-500000,500000,-5000000
391.424653382595,23.3740739671024,0.229116502732023,-500000,500000,-5000000
390.906390034906,23.5655324737027,0.227921303914712,-500000,500000,-5000000
390.277957182033,23.7865852947602,0.205389345036618,-500000,500000,-5000000
389.528351779255,24.0031063520192,0.217314673407745,-500000,500000,5000000
388.643042827033,24.2471927784251,0.21785555510796,-500000,500000,5000000
387.628514173569,24.5002139178676,0.202177278682362,-500000,500000,5000000
386.500677236908,24.7521054522398,0.208637600787155,500000,500000,5000000
385.194755790178,25.0307617593862,0.220994622477546,500000,500000,5000000
384.093092862347,25.3109439289975,0.200839011394218,500000,500000,5000000
383.051635453823,25.5948277023385,0.229425569238724,500000,500000,5000000
382.174455307636,25.9266790229229,0.223583630870633,500000,500000,5000000
381.403287594173,26.2344978743753,0.211281363692832,500000,500000,5000000
380.752629100702,26.5552254628782,0.219372655976678,500000,500000,5000000
380.240523477881,26.8831784512535,0.215241820506623,500000,500000,5000000
379.835415062189,27.237293496906,0.201570892604073,500000,500000,5000000
379.57260611521,27.608939337561,0.191047426281813,500000,500000,5000000
379.380521473933,27.9951390349054,0.215413352545744,500000,500000,5000000
379.368934395259,28.3674936848439,0.195639235892457,500000,500000,5000000
379.454237249344,28.7619322733707,0.212763090886492,500000,500000,5000000
379.671581245037,29.1535246204264,0.200195744883088,500000,500000,5000000
380.023386102872,29.571064266113,0.202570066215894,500000,500000,5000000
380.467717591087,30.0055350020527,0.204421497029059,500000,500000,5000000
381.04124645807,30.4549187530818,0.194085317483139,500000,500000,5000000
381.772619177273,30.8828710924842,0.208055918191166,500000,500000,5000000
382.594239722359,31.3496364683681,0.194611255896834,500000,500000,5000000
383.542966054292,31.8194381269953,0.187772648854167,500000,500000,5000000
384.630118155654,32.2746852244754,0.203468110157828,500000,500000,5000000
385.8332561645,32.7896572300369,0.192209204505217,500000,500000,5000000
387.147605226802,33.2820354616885,0.202044174351201,500000,500000,5000000
388.606872762466,33.7847925049127,0.211970979329571,500000,500000,5000000
390.168958779501,34.3300048329856,0.205271057536792,500000,500000,5000000
391.845827141418,34.8488060832887,0.199519188658217,500000,500000,5000000
393.646774619108,35.4090070600131,0.216271242913584,500000,500000,5000000
395.591213709771,35.9535660968836,0.196319132152464,500000,500000,5000000
397.66588420342,36.5143798580053,0.209937547069533,500000,500000,5000000
399.842315719416,37.1006115151182,0.218981379299926,500000,500000,5000000
402.13849845394,37.6779002091354,0.213750922471701,500000,500000,5000000
404.574310523285,38.2758408182201,0.226028972193317,500000,500000,5000000
407.116046818717,38.8819023940209,0.217056532228918,500000,500000,5000000
409.780256609876,39.5028085857633,0.210635507936662,500000,500000,5000000
412.587788580874,40.1295344258859,0.218928413531395,500000,500000,5000000
415.479670156122,40.7582907163637,0.193574829708091,500000,500000,5000000
418.525177216163,41.4137931389218,0.207429779695594,500000,500000,5000000
421.6819093443,42.0872596650828,0.234546013286517,500000,500000,5000000
424.978695884275,42.7515618734664,0.236510839147368,500000,500000,5000000
428.361109339183,43.3992429444928,0.21495529292619,500000,500000,5000000
431.896219076488,44.1043123918694,0.228223769297707,500000,500000,5000000
435.539201403984,44.7936769327982,0.215147136884855,500000,500000,5000000
439.294165587969,45.5149511230095,0.249361562696722,500000,500000,5000000
443.197499595075,46.2211054473463,0.247079377227958,500000,500000,5000000
447.214977203684,46.9615336727055,0.23107410470411,500000,500000,5000000
451.365472556181,47.6721135611499,0.247481257852342,500000,500000,5000000
455.603246387554,48.4095485520092,0.244016779227008,500000,500000,5000000
459.990279300586,49.179269188228,0.250176193924064,500000,500000,5000000
464.47664809394,49.9288540631326,0.253197216009212,500000,500000,5000000
469.110433745299,50.7232736215735,0.25178953894735,500000,500000,5000000
473.858063050159,51.4895774248357,0.280867519831257,500000,500000,5000000
478.73440913082,52.2966462021493,0.266184791681463,500000,500000,5000000
483.71215702576,53.1355531595164,0.267785766797853,500000,500000,5000000
488.809434088246,53.9274839852367,0.273036373293552,500000,500000,5000000
494.068200633977,54.7447956304215,0.267743611223803,500000,500000,5000000
499.39919930266,55.5934784599734,0.276237580956498,500000,500000,5000000
504.87334970559,56.4064172095043,0.282818250681215,500000,500000,5000000
510.467542928953,57.2548134750358,0.287591418346208,500000,500000,5000000
516.187986573622,58.108091002319,0.291452391805066,500000,-500000,5000000
522.022844900003,58.9893336239233,0.315227577376825,500000,-500000,5000000
527.990723655481,59.8336538381956,0.304183517472427,500000,-500000,5000000
534.059796210219,60.6790799796383,0.316613691436615,500000,-500000,5000000
540.260710925611,61.4967248187744,0.325679909102566,500000,-500000,5000000
546.566706945406,62.29646019683,0.333872286308291,500000,-500000,5000000
552.996914199372,63.098401505801,0.328041084123756,500000,-500000,5000000
559.566162993219,63.860181140671,0.34360800386847,500000,-500000,5000000
566.267546948679,64.5989186427627,0.342652314043704,500000,-500000,5000000
573.043120628379,65.3569763718542,0.371199699373643,-500000,-500000,5000000
579.995144285291,66.0668227722072,0.371539875503895,-500000,-500000,5000000
586.775271500438,66.7725100295119,0.384345101042852,-500000,-500000,5000000
593.432293828711,67.4522713568769,0.389981573052863,-500000,-500000,5000000
599.979034034574,68.1391101199204,0.35624042391446,-500000,-500000,5000000
606.379677322877,68.7822038798706,0.388471630213609,-500000,-500000,5000000
612.661878300354,69.4184936779397,0.387940860121936,-500000,-500000,5000000
618.812535411202,70.0585188071992,0.394726238704804,-500000,-500000,-5000000
624.852914306512,70.6705801524748,0.404727462978597,-500000,-500000,-5000000
630.726925491209,71.2524196397114,0.398930343934815,-500000,-500000,-5000000
636.466815133517,71.8349940284962,0.411366679495396,-500000,-500000,-5000000
