y: Pitch angle,u: Stern plane
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-0.1396
0.0000,-0.1396
0.0001,-0.1396
0.0002,-0.1396
0.0004,-0.1396
0.0006,-0.1396
0.0009,-0.1396
0.0012,-0.1396
0.0015,-0.1396
0.0019,-0.1396
0.0023,-0.1396
0.0027,-0.1396
0.0032,-0.1396
0.0037,-0.1396
0.0043, 0.2094
0.0048, 0.2094
0.0052, 0.2094
0.0055, 0.2094
0.0057, 0.2094
0.0059, 0.2094
0.0059, 0.2094
0.0059, 0.2094
0.0058, 0.2094
0.0056, 0.2094
0.0054, 0.2094
0.0051, 0.2094
0.0047, 0.2094
0.0043, 0.2094
0.0037, 0.2094
0.0032, 0.2094
0.0026, 0.2094
0.0019, 0.2094
0.0012, 0.2094
0.0004, 0.2094
-0.0005, 0.2094
-0.0013, 0.2094
-0.0023, 0.2094
-0.0032, 0.2094
-0.0042, 0.2094
-0.0053, 0.2094
-0.0063, 0.2094
-0.0075, 0.2094
-0.0086, 0.2094
-0.0098, 0.2094
-0.0110, 0.2094
-0.0122, 0.2094
-0.0135,-0.1396
-0.0147,-0.1396
-0.0158,-0.1396
-0.0169,-0.1396
-0.0178,-0.1396
-0.0186,-0.1396
-0.0194,-0.1396
-0.0200,-0.1396
-0.0206,-0.1396
-0.0211,-0.1396
-0.0216,-0.1396
-0.0219,-0.1396
-0.0222,-0.1396
-0.0224,-0.1396
-0.0225,-0.1396
-0.0226,-0.1396
-0.0226,-0.1396
-0.0226,-0.1396
-0.0225,-0.1396
-0.0223,-0.1396
-0.0221,-0.1396
-0.0218,-0.1396
-0.0215,-0.1396
-0.0211,-0.1396
-0.0207,-0.1396
-0.0202,-0.1396
-0.0197,-0.1396
-0.0192,-0.1396
-0.0186,-0.1396
-0.0180,-0.1396
-0.0173,-0.1396
-0.0166,-0.1396
-0.0159,-0.1396
-0.0151,-0.1396
-0.0143,-0.1396
-0.0135, 0.2094
-0.0127, 0.2094
-0.0120, 0.2094
-0.0114, 0.2094
-0.0109, 0.2094
-0.0105, 0.2094
-0.0102, 0.2094
-0.0099, 0.2094
-0.0098, 0.2094
-0.0097, 0.2094
-0.0097, 0.2094
-0.0097, 0.2094
-0.0098, 0.2094
-0.0100, 0.2094
-0.0103, 0.2094
-0.0106, 0.2094
-0.0110, 0.2094
-0.0114, 0.2094
-0.0119, 0.2094
-0.0124, 0.2094
-0.0130, 0.2094
-0.0137, 0.2094
-0.0144,-0.1396
-0.0150,-0.1396
-0.0156,-0.1396
-0.0161,-0.1396
-0.0166,-0.1396
-0.0169,-0.1396
-0.0172,-0.1396
-0.0174,-0.1396
-0.0176,-0.1396
-0.0177,-0.1396
-0.0177,-0.1396
-0.0177,-0.1396
-0.0176,-0.1396
-0.0174,-0.1396
-0.0172,-0.1396
-0.0170,-0.1396
-0.0167,-0.1396
-0.0163,-0.1396
-0.0159,-0.1396
-0.0155,-0.1396
-0.0150,-0.1396
-0.0145, 0.2094
-0.0140, 0.2094
-0.0136, 0.2094
-0.0133, 0.2094
-0.0130, 0.2094
-0.0129, 0.2094
-0.0128, 0.2094
-0.0128, 0.2094
-0.0128, 0.2094
-0.0129, 0.2094
-0.0131, 0.2094
-0.0134,-0.1396
-0.0136,-0.1396
-0.0138,-0.1396
-0.0139,-0.1396
-0.0140,-0.1396
-0.0140,-0.1396
-0.0139, 0.2094
-0.0138, 0.2094
-0.0139, 0.2094
-0.0139, 0.2094
-0.0141, 0.2094
-0.0143, 0.2094
-0.0146, 0.2094
-0.0149, 0.2094
-0.0153, 0.2094
-0.0158, 0.2094
-0.0163, 0.2094
-0.0168, 0.2094
-0.0174, 0.2094
-0.0180, 0.2094
-0.0187, 0.2094
-0.0195, 0.2094
-0.0202, 0.2094
-0.0210, 0.2094
-0.0219, 0.2094
-0.0228, 0.2094
-0.0237, 0.2094
-0.0246, 0.2094
-0.0256, 0.2094
-0.0266, 0.2094
-0.0277,-0.1396
-0.0287,-0.1396
-0.0296,-0.1396
-0.0304,-0.1396
-0.0311,-0.1396
-0.0317,-0.1396
-0.0322,-0.1396
-0.0327,-0.1396
-0.0331,-0.1396
-0.0333,-0.1396
-0.0336,-0.1396
-0.0337,-0.1396
-0.0338,-0.1396
-0.0338,-0.1396
-0.0337,-0.1396
-0.0336,-0.1396
-0.0334,-0.1396
-0.0331,-0.1396
-0.0328,-0.1396
-0.0325,-0.1396
-0.0320,-0.1396
-0.0316,-0.1396
-0.0311,-0.1396
-0.0305,-0.1396
-0.0299,-0.1396
-0.0292,-0.1396
-0.0285,-0.1396
-0.0278,-0.1396
-0.0270,-0.1396
-0.0262,-0.1396
-0.0254,-0.1396
-0.0245,-0.1396
-0.0236,-0.1396
-0.0227,-0.1396
-0.0217,-0.1396
-0.0207,-0.1396
-0.0197,-0.1396
-0.0187,-0.1396
-0.0176,-0.1396
-0.0165,-0.1396
-0.0154,-0.1396
-0.0143,-0.1396
-0.0132,-0.1396
-0.0120,-0.1396
-0.0108,-0.1396
-0.0096,-0.1396
-0.0084,-0.1396
-0.0072,-0.1396
-0.0060,-0.1396
-0.0047, 0.2094
-0.0035,-0.1396
-0.0024,-0.1396
-0.0013,-0.1396
-0.0001,-0.1396
0.0011,-0.1396
0.0022,-0.1396
0.0034,-0.1396
0.0046,-0.1396
0.0058,-0.1396
0.0070,-0.1396
0.0083,-0.1396
0.0095,-0.1396
0.0107,-0.1396
0.0119,-0.1396
0.0132, 0.2094
0.0143, 0.2094
0.0154, 0.2094
0.0163, 0.2094
0.0171, 0.2094
0.0178, 0.2094
0.0184, 0.2094
0.0189, 0.2094
0.0193, 0.2094
0.0196, 0.2094
0.0198, 0.2094
0.0199, 0.2094
0.0199, 0.2094
0.0199, 0.2094
0.0197, 0.2094
0.0195, 0.2094
0.0192, 0.2094
0.0188, 0.2094
0.0184, 0.2094
0.0179, 0.2094
0.0173, 0.2094
0.0167,0.2094
0.0160,0.2094
0.0152,0.2094
0.0144,0.2094
0.0136,0.2094
0.0126,0.2094
0.0117,0.2094
0.0107,0.2094
0.0096,0.2094
0.0085,0.2094
0.0074,0.2094
0.0062,0.2094
0.0050,0.2094
0.0038,0.2094
0.0025,0.2094
0.0012,0.2094
-0.0001,0.2094
-0.0015,0.2094
-0.0029,0.2094
-0.0043,0.2094
-0.0057,0.2094
-0.0072,0.2094
-0.0087,0.2094
-0.0102,0.2094
-0.0117,0.2094
-0.0132,0.2094
-0.0148,0.2094
-0.0163,0.2094
-0.0179,0.2094
-0.0195,0.2094
-0.0211,0.2094
-0.0227,0.2094
-0.0243,0.2094
-0.0259,0.2094
-0.0276,0.2094
-0.0292,0.2094
-0.0308,-0.1396
-0.0324,-0.1396
-0.0339,-0.1396
-0.0352,-0.1396
-0.0364,-0.1396
-0.0375,-0.1396
-0.0385,-0.1396
-0.0395,-0.1396
-0.0403,-0.1396
-0.0410,-0.1396
-0.0416,-0.1396
-0.0421,-0.1396
-0.0425,-0.1396
-0.0429,-0.1396
-0.0431,0.2094
-0.0434,0.2094
-0.0437,0.2094
-0.0440,0.2094
-0.0444,0.2094
-0.0448,0.2094
-0.0453,0.2094
-0.0458,0.2094
-0.0463,0.2094
-0.0469,0.2094
-0.0475,0.2094
-0.0481,0.2094
-0.0488,0.2094
-0.0495,0.2094
-0.0502,0.2094
-0.0510,0.2094
-0.0518,0.2094
-0.0526,0.2094
-0.0534,0.2094
-0.0542,0.2094
-0.0551,0.2094
-0.0560,0.2094
-0.0569,0.2094
-0.0578,0.2094
-0.0588,0.2094
-0.0597,0.2094
-0.0607,0.2094
-0.0617,0.2094
-0.0627,0.2094
-0.0637,0.2094
-0.0647,0.2094
-0.0657,0.2094
-0.0667,0.2094
-0.0678,0.2094
-0.0688,0.2094
-0.0699,0.2094
-0.0710,0.2094
-0.0720,0.2094
-0.0731,0.2094
-0.0742,0.2094
-0.0752,0.2094
-0.0763,0.2094
-0.0774,0.2094
-0.0785,0.2094
-0.0796,0.2094
-0.0807,0.2094
-0.0818,0.2094
-0.0828,0.2094
-0.0839,-0.1396
-0.0849,-0.1396
-0.0858,-0.1396
-0.0866,-0.1396
-0.0873,-0.1396
-0.0878,-0.1396
-0.0882,-0.1396
-0.0885,-0.1396
-0.0888,-0.1396
-0.0889,-0.1396
-0.0889,-0.1396
-0.0888,-0.1396
-0.0887,-0.1396
-0.0884,-0.1396
-0.0881,-0.1396
-0.0877,-0.1396
-0.0872,-0.1396
-0.0866,-0.1396
-0.0860,-0.1396
-0.0853,-0.1396
-0.0845,-0.1396
-0.0837,-0.1396
-0.0828,-0.1396
-0.0819,-0.1396
-0.0809,-0.1396
-0.0798,0.2094
-0.0788,0.2094
-0.0778,0.2094
-0.0769,0.2094
-0.0761,0.2094
-0.0753,0.2094
-0.0746,0.2094
-0.0740,0.2094
-0.0734,-0.1396
-0.0728,-0.1396
-0.0722,-0.1396
-0.0715,-0.1396
-0.0707,-0.1396
-0.0699,-0.1396
-0.0691,-0.1396
-0.0681,-0.1396
-0.0672,-0.1396
-0.0661,-0.1396
-0.0651,-0.1396
-0.0639,-0.1396
-0.0628,-0.1396
-0.0616,-0.1396
-0.0603,-0.1396
-0.0591,-0.1396
-0.0578,-0.1396
-0.0564,-0.1396
-0.0550,-0.1396
-0.0536,-0.1396
-0.0522,-0.1396
-0.0508,-0.1396
-0.0493,-0.1396
-0.0478,-0.1396
-0.0462,-0.1396
-0.0447,-0.1396
-0.0431,-0.1396
-0.0415,-0.1396
-0.0400,-0.1396
-0.0383,-0.1396
-0.0367,-0.1396
-0.0351,-0.1396
-0.0334,-0.1396
-0.0318,-0.1396
-0.0301,-0.1396
-0.0284,-0.1396
-0.0267,-0.1396
-0.0250,-0.1396
-0.0233,-0.1396
-0.0216,0.2094
-0.0200,0.2094
-0.0185,0.2094
-0.0171,0.2094
-0.0158,0.2094
-0.0146,0.2094
-0.0135,0.2094
-0.0126,0.2094
-0.0117,0.2094
-0.0109,0.2094
-0.0103,0.2094
-0.0097,0.2094
-0.0092,0.2094
-0.0088,0.2094
-0.0085,0.2094
-0.0082,0.2094
-0.0080,0.2094
-0.0079,0.2094
-0.0079,0.2094
-0.0080,0.2094
-0.0081,0.2094
-0.0083,0.2094
-0.0085,0.2094
-0.0088,0.2094
-0.0092,0.2094
-0.0096,0.2094
-0.0101,0.2094
-0.0106,0.2094
-0.0112,0.2094
-0.0118,0.2094
-0.0125,0.2094
-0.0132,0.2094
-0.0139,0.2094
-0.0147,0.2094
-0.0155,0.2094
-0.0164,0.2094
-0.0173,0.2094
-0.0182,0.2094
-0.0192,0.2094
-0.0202,0.2094
-0.0212,0.2094
-0.0223,0.2094
-0.0234,0.2094
-0.0245,0.2094
-0.0256,0.2094
-0.0267,0.2094
-0.0279,0.2094
-0.0291,0.2094
-0.0303,0.2094
-0.0315,0.2094
-0.0327,0.2094
-0.0340,0.2094
-0.0353,-0.1396
-0.0365,-0.1396
-0.0376,-0.1396
-0.0386,-0.1396
-0.0394,-0.1396
-0.0402,-0.1396
-0.0409,-0.1396
-0.0415,-0.1396
-0.0420,-0.1396
-0.0424,-0.1396
-0.0427,0.2094
-0.0430,0.2094
-0.0434,0.2094
-0.0437,0.2094
-0.0442,0.2094
-0.0446,0.2094
-0.0451,0.2094
-0.0457,0.2094
-0.0462,0.2094
-0.0468,0.2094
-0.0474,0.2094
-0.0481,0.2094
-0.0488,0.2094
-0.0495,0.2094
-0.0502,0.2094
-0.0510,0.2094
-0.0518,0.2094
-0.0526,0.2094